Busy Time
Capacity
5
Job,Release,Deadline,processingTime
FF,1873,1925,49
FG,1914,1976,55
FH,1958,1983,4
FI,1972,2025,4
FJ,1975,2061,48
FK,1912,2078,48
FL,1917,2142,48
FM,2030,2073,37
FN,2029,2069,37
FO,2030,2056,2
FP,2035,2059,2
FQ,2044,2108,2
FR,2049,2104,2
FS,2014,2097,2
FT,1985,2202,97
FU,2169,2224,51
FV,2221,2241,17
FW,2216,2242,17
FX,2217,2242,17
FY,2221,2267,17
FZ,2235,2281,4
GA,2171,2341,4
GB,2170,2365,66
GC,2241,2312,66
GD,2242,2313,66
GE,2292,2335,10
GF,2297,2325,10
GG,2304,2352,10
GH,2304,2380,10
GI,2248,2364,13
GJ,2273,2375,13
GK,2330,2412,76
GL,2332,2411,76
GM,2315,2412,76
GN,2423,2476,35
GO,2432,2522,35
GP,2469,2539,5
GQ,2427,2558,5
GR,2403,2583,5
GS,2471,2479,5
GT,2478,2513,31
GU,2470,2513,31
GV,2455,2514,31
GW,2496,2580,17
GX,2506,2566,17
GY,2434,2578,17
GZ,2472,2567,17
HA,2503,2527,17
HB,2526,2550,20
HC,2503,2560,20
HD,2514,2551,20
HE,2520,2591,20
HF,2550,2655,55
HG,2539,2640,55
HH,2485,2722,55
HI,2558,2619,55
HJ,2618,2635,15
HK,2596,2638,15
HL,2616,2643,15
HM,2617,2669,15
HN,2610,2662,15
HO,2604,2713,19
HP,2622,2795,19
HQ,2668,2692,19
HR,2669,2692,19
HS,2687,2833,129
HT,2814,2864,29
HU,2821,2909,29
HV,2827,2894,29
HW,2784,2905,14
HX,2860,2978,11
HY,2872,2887,11
HZ,2872,2890,11
IA,2871,2891,11
IB,2854,2887,11
IC,2880,2921,1
ID,2884,2945,1
IE,2868,2962,1
IF,2821,2921,1
IG,2888,2931,37
IH,2939,2943,1
II,2925,2948,1
IJ,2922,2946,1
IK,2947,3000,26
IL,2949,2995,26
IM,2913,3071,48
IN,3021,3107,36
IO,3032,3071,36
IP,3067,3080,9
IQ,3057,3201,115
IR,3064,3200,115
IS,3078,3222,115
IT,3205,3334,90
IU,3147,3320,90
IV,3311,3355,3
IW,3330,3336,3
IX,3336,3338,1
IY,3314,3347,1
IZ,3321,3342,1
JA,3337,3398,32
JB,3334,3417,32
JC,3322,3436,32
JD,3329,3485,18
JE,3374,3395,18
JF,3374,3392,18
JG,3368,3398,18
JH,3364,3402,18
JI,3396,3481,26
JJ,3395,3439,26
JK,3382,3495,26
JL,3355,3594,61
JM,3424,3488,61
JN,3423,3489,61
JO,3403,3499,61
JP,3419,3490,61
JQ,3485,3524,1
JR,3481,3546,1
JS,3454,3549,3
JT,3436,3572,3
JU,3496,3503,3
JV,3506,3513,2
JW,3494,3522,2
JX,3482,3512,2
JY,3505,3541,2
JZ,3515,3587,13
KA,3466,3608,13
KB,3453,3635,1
KC,3525,3540,13
KD,3544,3548,3
KE,3523,3563,3
KF,3531,3558,3
KG,3543,3601,3
KH,3539,3599,9
KI,3496,3641,9
KJ,3510,3634,9
KK,3547,3559,9
KL,3548,3557,9
KM,3577,3595,5
KN,3567,3607,5
KO,3585,3634,5
KP,3580,3646,5
KQ,3542,3623,5
KR,3512,3681,50
KS,3643,3650,1
KT,3645,3650,1
KU,3622,3660,1
KV,3635,3680,17
KW,3640,3714,17
KX,3646,3693,17
KY,3585,3699,17
KZ,3599,3770,17
LA,3657,3668,9
LB,3657,3667,9
LC,3640,3670,9
LD,3644,3677,9
LE,3679,3727,3
LF,3672,3733,3
LG,3636,3711,3
LH,3641,3795,3
LI,3684,3693,5
LJ,3682,3693,5
LK,3671,3705,5
LL,3697,3721,14
LM,3692,3742,14
LN,3699,3747,14
LO,3637,3787,14
LP,3647,3802,14
LQ,3706,3722,14
LR,3706,3722,14
LS,3688,3732,14
LT,3714,3819,88
LU,3712,3851,88
LV,3713,3840,88
LW,3668,3922,88
LX,3767,3946,12
LY,3818,3834,12
LZ,3820,3834,12
MA,3813,3846,12
MB,3810,3837,12
MC,3829,3903,12
MD,3847,3884,3
ME,3781,3892,6
MF,3836,3970,6
MG,3851,3864,6
MH,3877,3907,26
MI,3871,3910,26
MJ,3861,3919,26
MK,3872,3939,26
ML,3916,3946,4
MM,3849,4026,6
MN,3883,3987,6
MO,3922,3929,6
MP,3919,3928,6
MQ,3901,3933,6
MR,3915,3954,12
MS,3922,3986,12
MT,3921,3961,12
MU,3866,4021,12
MV,3910,3968,12
MW,3945,4008,58
MX,3942,4008,58
MY,3983,4073,62
MZ,3987,4074,62
NA,4056,4113,3
NB,4054,4094,3
NC,4020,4178,3
ND,4013,4146,3
NE,4077,4083,3
NF,4075,4083,3
NG,4060,4096,4
NH,4062,4090,4
NI,4074,4132,4
NJ,4079,4112,4
NK,4016,4108,4
NL,4028,4244,45
NM,4091,4140,45
NN,4123,4234,107
NO,4113,4235,107
NP,4113,4245,107
NQ,4121,4272,107
NR,4115,4267,107
NS,4197,4457,136
NT,4219,4438,136
NU,4246,4387,136
NV,4244,4387,136
NW,4229,4397,136
NX,4367,4403,15
NY,4374,4444,15
NZ,4397,4443,17
OA,4357,4483,17
OB,4357,4451,17
OC,4398,4420,17
OD,4398,4422,17
OE,4419,4443,4
OF,4421,4441,4
OG,4439,4488,2
OH,4437,4474,2
OI,4415,4687,122
OJ,4403,4623,122
OK,4451,4577,122
OL,4578,4581,1
OM,4559,4587,1
ON,4557,4589,1
OO,4572,4623,1
OP,4573,4634,1
OQ,4549,4702,44
OR,4513,4732,44
OS,4578,4628,44
OT,4579,4628,44
OU,4572,4634,44
OV,4603,4645,14
OW,4625,4689,14
OX,4622,4660,14
OY,4579,4692,1
OZ,4596,4739,1
PA,4665,4715,48
PB,4665,4717,48
PC,4650,4726,48
PD,4653,4715,48
PE,4664,4763,48
PF,4698,4745,3
PG,4633,4744,3
PH,4636,4825,3
PI,4709,4718,5
PJ,4710,4719,5
PK,4690,4725,5
PL,4701,4739,14
PM,4713,4774,14
PN,4729,4760,1
PO,4695,4823,1
PP,4667,4831,1
PQ,4733,4735,1
PR,4745,4770,18
PS,4747,4779,3
PT,4749,4780,3
PU,4760,4797,3
PV,4759,4806,3
PW,4700,4813,3
PX,4758,4882,9
PY,4791,4806,9
PZ,4793,4807,9
QA,4776,4808,9
QB,4788,4812,9
QC,4799,4851,11
QD,4802,4839,11
QE,4766,4932,11
QF,4793,4870,11
QG,4815,4835,16
QH,4814,4835,16
QI,4810,4835,16
QJ,4821,4852,4
QK,4829,4881,4
QL,4834,4878,4
QM,4771,4920,3
QN,4825,4883,3
QO,4838,4848,3
QP,4839,4849,3
QQ,4823,4869,18
QR,4833,4876,18
QS,4835,4886,18
QT,4849,4903,17
QU,4817,4916,17
QV,4785,4897,17
QW,4857,4877,17
QX,4854,4874,17
QY,4892,4903,1
QZ,4901,4917,9
RA,4901,4960,9
RB,4913,4998,36
RC,4842,5028,36
RD,4841,5015,36
RE,4918,4957,36
RF,4920,4956,36
RG,4919,5011,59
RH,4919,5010,59
RI,4934,5031,59
RJ,4931,5051,59
RK,4952,5114,2
RL,4931,5052,2
RM,5003,5010,2
RN,5002,5008,2
RO,5002,5011,2
RP,5006,5065,45
RQ,5006,5097,45
RR,5005,5081,45
RS,4980,5135,45
RT,5030,5260,117
RU,5204,5208,3
RV,5202,5208,3
RW,5195,5223,3
RX,5192,5220,3
RY,5200,5240,11
RZ,5203,5256,11
SA,5144,5335,11
SB,5158,5253,11
SC,5209,5224,11
SD,5220,5306,79
SE,5292,5331,13
SF,5282,5326,13
SG,5302,5348,13
SH,5305,5372,13
SI,5233,5340,13
SJ,5265,5402,3
SK,5320,5328,3
SL,5319,5328,3
SM,5321,5356,29
SN,5307,5358,29
SO,5354,5375,3
SP,5353,5403,3
SQ,5339,5466,3
SR,5343,5431,24
SS,5367,5393,24
ST,5385,5436,48
SU,5371,5444,48
SV,5442,5463,15
SW,5463,5533,49
SX,5510,5571,4
SY,5473,5551,4
SZ,5510,5587,1
TA,5519,5523,1
TB,5519,5522,1
TC,5497,5591,60
TD,5512,5595,60
TE,5515,5605,60
TF,5520,5610,60
TG,5469,5693,60
TH,5573,5695,17
TI,5637,5663,25
TJ,5637,5668,25
TK,5615,5665,25
TL,5613,5674,25
TM,5642,5707,36
TN,5642,5709,36
TO,5593,5771,36
TP,5581,5734,36
TQ,5680,5805,125
TR,5680,5808,125
TS,5677,5808,125
TT,5670,5815,125
TU,5804,5964,102
TV,5799,5925,102
TW,5727,6014,102
TX,5729,6004,102
TY,5803,5910,102
TZ,5914,5921,1
UA,5914,5922,1
UB,5896,5926,1
UC,5912,5944,1
UD,5911,5940,1
UE,5866,5964,4
UF,5901,5987,4
UG,5943,5963,16
UH,5959,5984,18
UI,5943,5991,18
UJ,5948,5994,18
UK,5973,6011,4
UL,5981,6029,4
UM,5933,6085,4
UN,5966,6053,4
UO,5982,5992,4
UP,5985,6103,113
UQ,6089,6122,14
UR,6110,6209,73
US,6118,6218,73
UT,6115,6210,73
UU,6066,6257,73
UV,6153,6275,5
UW,6194,6204,5
UX,6197,6203,5
UY,6181,6206,5
UZ,6211,6246,4
VA,6226,6254,4
VB,6221,6262,4
VC,6149,6350,4
VD,6159,6340,2
VE,6233,6240,2
VF,6240,6274,33
VG,6223,6276,33
VH,6230,6279,33
VI,6231,6318,33
VJ,6238,6303,33
VK,6251,6377,31
VL,6224,6376,31
VM,6305,6311,2
VN,6306,6310,2
VO,6288,6312,2
VP,6283,6313,2
VQ,6302,6491,131
VR,6439,6494,1
VS,6377,6532,1
VT,6423,6549,1
VU,6446,6451,1
VV,6467,6502,30
VW,6446,6503,30
VX,6466,6516,16
VY,6502,6558,10
VZ,6522,6572,1
WA,6481,6633,1
WB,6471,6552,1
