Busy Time
Capacity
5
Job,Release,Deadline,processingTime
DY,1638,1677,34
DZ,1680,1713,30
EA,1659,1715,30
EB,1665,1720,30
EC,1675,1760,30
ED,1707,1744,14
EE,1633,1787,14
EF,1698,1769,14
EG,1713,1729,14
EH,1712,1731,14
EI,1728,1738,5
EJ,1709,1740,5
EK,1721,1753,5
EL,1733,1848,53
EM,1704,1887,53
EN,1707,1904,53
EO,1736,1793,53
EP,1739,1792,53
EQ,1759,1910,115
ER,1760,1913,115
ES,1783,1917,115
ET,1910,2079,112
EU,1873,2071,112
EV,1877,2130,112
EW,2027,2032,2
EX,2031,2034,2
EY,2030,2059,10
EZ,2012,2055,10
FA,2046,2079,9
FB,2038,2113,9
FC,1997,2086,9
FD,2026,2117,9
FE,2069,2087,13
FF,2097,2103,1
FG,2083,2132,25
FH,2080,2141,25
FI,2098,2170,25
FJ,2101,2157,25
FK,2105,2163,9
FL,2106,2179,9
FM,2123,2136,9
FN,2123,2137,9
FO,2124,2172,22
FP,2115,2171,22
FQ,2129,2190,22
FR,2129,2185,22
FS,2106,2187,22
FT,2093,2307,49
FU,2195,2227,30
FV,2194,2227,30
FW,2177,2239,30
FX,2221,2243,1
FY,2230,2275,1
FZ,2220,2287,1
GA,2195,2335,1
GB,2206,2395,67
GC,2241,2313,67
GD,2309,2319,4
GE,2305,2323,4
GF,2286,2318,4
GG,2304,2369,4
GH,2323,2376,7
GI,2283,2396,7
GJ,2311,2356,7
GK,2325,2336,7
GL,2335,2345,7
GM,2324,2365,7
GN,2341,2366,7
GO,2347,2373,7
GP,2357,2508,121
GQ,2315,2521,121
GR,2342,2529,121
GS,2464,2470,6
GT,2462,2474,6
GU,2501,2526,9
GV,2497,2533,9
GW,2506,2575,9
GX,2508,2554,9
GY,2479,2608,9
GZ,2506,2549,8
HA,2532,2538,2
HB,2530,2534,2
HC,2532,2551,13
HD,2519,2561,13
HE,2526,2572,13
HF,2531,2573,13
HG,2507,2602,6
HH,2533,2601,6
HI,2549,2557,6
HJ,2561,2607,40
HK,2593,2682,62
HL,2603,2678,62
HM,2670,2715,6
HN,2679,2753,52
HO,2626,2771,52
HP,2613,2844,52
HQ,2734,2780,40
HR,2732,2777,40
HS,2711,2789,40
HT,2725,2781,40
HU,2782,2821,8
HV,2779,2832,8
HW,2714,2831,8
HX,2741,2900,4
HY,2788,2844,49
HZ,2790,2845,49
IA,2819,2929,71
IB,2821,2926,71
IC,2840,2951,71
ID,2839,2957,71
IE,2832,2960,71
IF,2943,3079,103
IG,2953,3057,103
IH,2954,3057,103
II,2933,3065,103
IJ,2950,3067,103
IK,3051,3149,55
IL,3052,3166,55
IM,2999,3229,55
IN,2998,3134,55
IO,3116,3119,1
IP,3114,3122,1
IQ,3114,3131,1
IR,3113,3127,4
IS,3120,3160,4
IT,3120,3139,4
IU,3100,3154,9
IV,3075,3211,9
IW,3125,3136,9
IX,3128,3154,23
IY,3106,3159,23
IZ,3118,3167,23
JA,3129,3214,23
JB,3131,3210,23
JC,3113,3196,2
JD,3091,3250,2
JE,3155,3162,2
JF,3174,3195,13
JG,3157,3199,13
JH,3165,3204,13
JI,3171,3219,13
JJ,3176,3238,13
JK,3145,3362,64
JL,3219,3398,70
JM,3239,3313,70
JN,3241,3316,70
JO,3231,3319,70
JP,3219,3326,70
JQ,3307,3413,40
JR,3309,3405,40
JS,3285,3461,40
JT,3253,3436,40
JU,3361,3370,8
JV,3369,3503,129
JW,3367,3510,129
JX,3350,3506,129
JY,3363,3555,129
JZ,3363,3555,129
KA,3466,3596,9
KB,3407,3514,9
KC,3507,3523,11
KD,3523,3539,16
KE,3506,3544,16
KF,3519,3548,16
KG,3544,3633,33
KH,3575,3618,8
KI,3566,3694,8
KJ,3545,3669,8
KK,3576,3587,8
KL,3577,3588,8
KM,3585,3607,5
KN,3573,3606,5
KO,3586,3647,5
KP,3582,3643,5
KQ,3522,3670,5
KR,3542,3659,5
KS,3593,3604,5
KT,3596,3606,5
KU,3595,3611,2
KV,3598,3610,2
KW,3594,3632,2
KX,3602,3639,2
KY,3564,3730,47
KZ,3558,3729,47
LA,3621,3671,47
LB,3621,3674,47
LC,3609,3682,47
LD,3655,3681,6
LE,3680,3741,31
LF,3711,3762,4
LG,3691,3744,4
LH,3649,3836,4
LI,3722,3745,20
LJ,3753,3769,12
LK,3766,3803,18
LL,3756,3803,18
LM,3761,3834,18
LN,3768,3849,18
LO,3703,3818,18
LP,3770,3866,18
LQ,3812,3818,2
LR,3814,3817,2
LS,3797,3843,15
LT,3809,3841,15
LU,3809,3851,15
LV,3813,3872,15
LW,3792,3866,15
LX,3803,3880,15
LY,3843,3860,15
LZ,3842,3863,15
MA,3844,3891,18
MB,3854,3882,3
MC,3858,3906,3
MD,3854,3921,3
ME,3820,3946,3
MF,3805,3903,3
MG,3871,3878,3
MH,3871,3875,3
MI,3862,3881,3
MJ,3898,3958,41
MK,3903,4006,41
ML,3908,3985,41
MM,3855,4066,41
MN,3888,3973,41
MO,3955,3977,22
MP,3967,3982,11
MQ,3949,3985,11
MR,3952,3989,11
MS,3968,3997,11
MT,3973,4012,9
MU,3935,4025,9
MV,3919,4040,9
MW,3992,4001,4
MX,3990,3997,4
MY,3969,3998,4
MZ,3982,4006,4
NA,3996,4053,4
NB,3996,4075,36
NC,3979,4158,36
ND,3948,4077,36
NE,4002,4043,36
NF,4003,4044,36
NG,4066,4091,17
NH,4059,4092,17
NI,4093,4126,1
NJ,4093,4142,1
NK,4043,4190,1
NL,4064,4182,1
NM,4094,4098,1
NN,4094,4099,1
NO,4071,4099,1
NP,4083,4107,1
NQ,4091,4141,2
NR,4094,4156,2
NS,4032,4146,2
NT,4069,4197,10
NU,4128,4175,42
NV,4125,4171,42
NW,4119,4184,42
NX,4148,4187,12
NY,4162,4226,12
NZ,4166,4235,12
OA,4090,4227,12
OB,4094,4241,12
OC,4196,4208,10
OD,4194,4210,10
OE,4185,4217,4
OF,4188,4218,4
OG,4202,4235,4
OH,4203,4270,4
OI,4153,4283,4
OJ,4151,4265,6
OK,4218,4228,6
OL,4217,4228,6
OM,4213,4232,6
ON,4214,4227,6
OO,4223,4334,94
OP,4300,4398,77
OQ,4227,4492,77
OR,4270,4469,77
OS,4302,4382,77
OT,4300,4384,77
OU,4380,4428,30
OV,4366,4418,30
OW,4415,4532,100
OX,4406,4571,100
OY,4353,4569,100
OZ,4375,4633,100
PA,4549,4552,1
PB,4550,4551,1
PC,4537,4557,1
PD,4548,4565,9
PE,4547,4614,9
PF,4555,4640,49
PG,4545,4631,49
PH,4498,4640,49
PI,4560,4613,49
PJ,4559,4614,49
PK,4588,4653,28
PL,4605,4643,28
PM,4611,4700,28
PN,4612,4674,28
PO,4551,4705,28
PP,4614,4756,12
PQ,4642,4662,12
PR,4645,4657,12
PS,4621,4665,12
PT,4657,4677,7
PU,4659,4694,7
PV,4653,4686,7
PW,4646,4783,7
PX,4648,4774,9
PY,4708,4736,24
PZ,4709,4735,24
QA,4718,4743,2
QB,4723,4740,2
QC,4730,4787,2
QD,4731,4757,2
QE,4669,4800,3
QF,4680,4824,3
QG,4738,4743,3
QH,4735,4745,3
QI,4726,4763,11
QJ,4739,4774,11
QK,4748,4780,11
QL,4747,4808,11
QM,4742,4849,3
QN,4734,4859,3
QO,4761,4772,3
QP,4761,4768,3
QQ,4762,4797,13
QR,4748,4794,13
QS,4765,4830,13
QT,4760,4828,13
QU,4734,4878,13
QV,4739,4957,75
QW,4773,4850,75
QX,4772,4850,75
QY,4769,4854,75
QZ,4770,4861,75
RA,4885,4982,49
RB,4879,4987,49
RC,4866,4962,49
RD,4825,4999,49
RE,4883,4938,49
RF,4946,4965,14
RG,4957,5112,137
RH,4947,5111,137
RI,4962,5153,137
RJ,4963,5136,137
RK,4891,5201,137
RL,5070,5300,132
RM,5100,5238,132
RN,5102,5235,132
RO,5216,5343,97
RP,5330,5361,19
RQ,5332,5371,19
RR,5332,5374,19
RS,5311,5469,19
RT,5283,5430,11
RU,5355,5371,11
RV,5378,5511,131
RW,5373,5514,131
RX,5365,5515,131
RY,5376,5547,131
RZ,5369,5552,131
SA,5451,5551,2
SB,5487,5555,2
SC,5510,5512,2
SD,5508,5513,2
SE,5498,5534,11
SF,5495,5536,11
