Busy Time
Capacity
6
Job,Release,Deadline,processingTime
DJ,1153,1209,51
DK,1131,1218,51
DL,1130,1218,51
DM,1226,1287,13
DN,1223,1281,13
DO,1162,1295,13
DP,1149,1299,13
DQ,1225,1242,13
DR,1224,1242,13
DS,1222,1262,5
DT,1230,1256,5
DU,1235,1301,5
DV,1243,1300,5
DW,1184,1296,5
DX,1227,1283,2
DY,1242,1249,2
DZ,1244,1251,2
EA,1229,1276,13
EB,1245,1272,13
EC,1248,1319,13
ED,1245,1320,13
EE,1225,1369,13
EF,1215,1393,11
EG,1288,1308,14
EH,1288,1307,14
EI,1277,1318,14
EJ,1293,1421,118
EK,1297,1431,118
EL,1428,1486,13
EM,1406,1486,13
EN,1395,1529,11
EO,1452,1465,11
EP,1454,1466,11
EQ,1432,1478,11
ER,1444,1474,11
ES,1466,1522,1
ET,1462,1503,1
EU,1434,1624,72
EV,1440,1583,72
EW,1468,1548,72
EX,1469,1544,72
EY,1456,1553,72
EZ,1541,1644,92
FA,1541,1664,92
FB,1545,1674,92
FC,1509,1676,92
FD,1514,1722,92
FE,1545,1644,92
FF,1640,1694,52
FG,1619,1697,52
FH,1617,1709,52
FI,1634,1748,52
FJ,1690,1720,7
FK,1684,1813,7
FL,1655,1747,7
FM,1692,1704,7
FN,1694,1703,7
FO,1685,1706,7
FP,1695,1741,18
FQ,1732,1808,11
FR,1730,1765,11
FS,1676,1851,3
FT,1719,1876,40
FU,1756,1799,40
FV,1755,1797,40
FW,1744,1807,40
FX,1734,1809,40
FY,1752,1826,40
FZ,1789,1826,1
GA,1718,1902,1
GB,1763,1838,1
GC,1791,1798,1
GD,1794,1813,15
GE,1775,1817,15
GF,1781,1823,15
GG,1788,1867,15
GH,1788,1840,15
GI,1768,1915,6
GJ,1768,1912,6
GK,1821,1832,6
GL,1821,1835,6
GM,1816,1843,6
GN,1834,1871,15
GO,1863,1903,20
GP,1853,1938,20
GQ,1821,1986,8
GR,1846,2010,8
GS,1886,1895,8
GT,1884,1898,8
GU,1880,1897,8
GV,1883,1897,8
GW,1894,1933,1
GX,1889,1940,1
GY,1847,1970,1
GZ,1844,1975,1
HA,1907,1911,2
HB,1907,1912,2
HC,1883,1911,2
HD,1890,1919,2
HE,1903,1949,2
HF,1906,1938,3
HG,1866,2015,4
HH,1891,1961,4
HI,1944,2065,117
HJ,1944,2068,117
HK,1930,2067,117
HL,1922,2078,117
HM,2069,2121,10
HN,2059,2109,10
HO,2017,2111,10
HP,1995,2160,10
HQ,2087,2182,92
HR,2179,2198,16
HS,2161,2204,16
HT,2156,2211,16
HU,2179,2239,16
HV,2181,2232,16
HW,2130,2284,20
HX,2168,2314,20
HY,2218,2220,1
HZ,2216,2222,1
IA,2213,2256,24
IB,2208,2250,24
IC,2213,2301,24
ID,2216,2265,24
IE,2186,2285,24
IF,2227,2397,41
IG,2302,2364,57
IH,2302,2363,57
II,2293,2373,57
IJ,2286,2363,57
IK,2298,2412,57
IL,2302,2376,57
IM,2306,2454,2
IN,2294,2545,127
IO,2359,2489,127
IP,2360,2490,127
IQ,2341,2501,127
IR,2352,2494,127
IS,2483,2519,4
IT,2498,2530,2
IU,2475,2622,2
IV,2463,2542,2
IW,2511,2522,9
IX,2511,2523,9
IY,2500,2525,9
IZ,2491,2533,9
JA,2501,2561,9
JB,2521,2590,44
JC,2482,2622,44
JD,2505,2681,44
JE,2571,2675,102
JF,2568,2675,102
JG,2560,2682,102
JH,2653,2687,2
JI,2670,2711,2
JJ,2675,2711,2
JK,2638,2703,2
JL,2613,2702,2
JM,2676,2684,2
JN,2684,2747,56
JO,2677,2755,56
JP,2679,2756,56
JQ,2736,2902,109
JR,2738,2895,109
JS,2691,2877,109
JT,2678,2947,109
JU,2742,2858,109
JV,2743,2855,109
JW,2844,2882,16
JX,2836,2877,16
JY,2854,2886,16
JZ,2853,2889,16
KA,2843,2911,16
KB,2826,2917,2
KC,2871,2877,2
KD,2872,2881,2
KE,2859,2882,2
KF,2859,2881,2
KG,2888,2938,19
KH,2904,2992,25
KI,2892,3032,25
KJ,2886,3016,25
KK,2911,2942,25
KL,2910,2941,25
KM,2937,2948,4
KN,2932,2952,4
KO,2934,2998,4
KP,2934,2997,4
KQ,2893,3003,4
KR,2923,2971,4
KS,2945,2952,3
KT,2946,2953,3
KU,2928,2953,3
KV,2928,2955,3
KW,2936,3007,3
KX,2950,2995,10
KY,2890,2990,10
KZ,2939,3025,10
LA,2952,2965,10
LB,2953,2967,10
LC,2951,2969,10
LD,2951,2970,5
LE,2951,3013,5
LF,2957,3007,5
LG,2933,3013,5
LH,2912,3021,5
LI,2974,2986,9
LJ,3001,3057,53
LK,3045,3075,3
LL,3038,3065,2
LM,3052,3093,2
LN,3059,3082,2
LO,2997,3104,1
LP,3016,3139,1
LQ,3061,3070,1
LR,3072,3086,12
LS,3061,3093,12
LT,3055,3093,12
LU,3067,3106,12
LV,3081,3155,23
LW,3020,3145,23
LX,3025,3191,23
LY,3089,3115,23
LZ,3088,3117,23
MA,3078,3126,15
MB,3083,3117,15
MC,3098,3157,15
MD,3122,3151,6
ME,3094,3162,6
MF,3084,3247,16
MG,3133,3154,16
MH,3135,3152,16
MI,3125,3161,16
MJ,3114,3167,16
MK,3146,3179,4
ML,3152,3174,4
MM,3108,3251,4
MN,3140,3212,4
MO,3158,3167,4
MP,3155,3167,4
MQ,3157,3203,33
MR,3143,3206,33
MS,3160,3245,33
MT,3156,3238,33
MU,3115,3275,33
MV,3112,3312,33
MW,3200,3208,2
MX,3201,3208,2
MY,3193,3214,3
MZ,3189,3220,3
NA,3232,3282,11
NB,3226,3272,11
NC,3174,3294,11
ND,3186,3365,13
NE,3246,3265,13
NF,3247,3263,13
NG,3242,3281,2
NH,3246,3283,2
NI,3263,3326,2
NJ,3258,3292,2
NK,3202,3356,2
NL,3221,3339,2
NM,3270,3293,17
NN,3270,3295,17
NO,3249,3300,17
NP,3264,3396,111
NQ,3277,3449,111
NR,3273,3429,111
NS,3349,3508,39
NT,3334,3538,39
NU,3445,3460,9
NV,3483,3492,8
NW,3461,3501,8
NX,3468,3577,79
NY,3482,3617,79
NZ,3476,3620,79
OA,3542,3697,45
OB,3519,3685,45
OC,3569,3617,45
OD,3567,3619,45
OE,3548,3617,45
OF,3621,3652,16
OG,3618,3702,16
OH,3620,3682,16
OI,3588,3723,4
OJ,3625,3771,32
OK,3648,3683,32
OL,3647,3684,32
OM,3625,3695,32
ON,3661,3817,124
OO,3680,3845,124
OP,3674,3851,124
OQ,3624,3904,124
OR,3671,3839,124
OS,3814,3842,25
OT,3817,3846,25
OU,3792,3855,25
OV,3801,3844,25
OW,3811,3857,25
OX,3812,3902,25
OY,3784,3920,7
OZ,3776,3916,7
PA,3846,3857,7
PB,3844,3853,7
PC,3831,3859,7
PD,3851,3882,23
PE,3851,3899,23
PF,3852,3911,23
PG,3830,3901,23
PH,3848,3991,59
PI,3880,3945,59
PJ,3880,3943,59
PK,3863,3957,59
PL,3859,3953,59
PM,3882,3977,59
PN,3941,4021,15
PO,3930,4014,15
PP,3905,4052,15
PQ,3960,4019,54
PR,3961,4016,54
PS,4007,4036,12
PT,3985,4032,12
PU,4009,4077,12
PV,4006,4076,12
PW,3957,4096,12
PX,3935,4103,12
PY,4032,4060,23
PZ,4032,4056,23
QA,4009,4065,23
QB,4030,4068,23
QC,4033,4091,23
QD,4032,4084,23
QE,3998,4156,11
QF,4013,4164,11
QG,4054,4068,11
QH,4056,4072,11
QI,4051,4076,11
QJ,4061,4096,18
QK,4069,4139,18
QL,4062,4141,18
QM,4014,4184,23
QN,4005,4165,23
QO,4073,4102,23
QP,4073,4100,23
QQ,4072,4103,23
QR,4065,4105,23
QS,4109,4276,107
QT,4109,4233,107
QU,4096,4246,107
QV,4071,4305,107
QW,4107,4220,107
QX,4110,4221,107
QY,4203,4234,5
QZ,4201,4231,5
RA,4213,4257,5
RB,4219,4260,5
RC,4141,4259,5
RD,4212,4313,1
RE,4227,4235,1
RF,4230,4231,1
RG,4221,4233,1
RH,4224,4240,1
RI,4223,4248,1
RJ,4247,4285,3
RK,4186,4365,3
RL,4216,4302,11
RM,4261,4280,11
RN,4282,4316,31
RO,4274,4319,31
RP,4267,4325,31
RQ,4280,4344,31
RR,4278,4332,31
RS,4264,4455,19
RT,4271,4363,19
RU,4316,4337,19
RV,4334,4385,47
RW,4319,4395,47
RX,4367,4407,10
RY,4395,4424,9
RZ,4395,4454,9
SA,4361,4479,9
SB,4384,4493,9
SC,4396,4410,9
SD,4394,4410,9
SE,4421,4445,11
SF,4413,4444,11
SG,4424,4476,11
SH,4428,4512,18
SI,4394,4531,10
SJ,4393,4527,10
SK,4455,4467,10
SL,4456,4468,10
SM,4453,4481,2
SN,4458,4475,2
SO,4466,4528,2
SP,4463,4513,2
SQ,4457,4523,2
SR,4410,4576,2
SS,4476,4493,10
ST,4475,4489,10
SU,4459,4500,10
SV,4464,4491,10
SW,4470,4536,10
SX,4482,4626,100
SY,4428,4620,100
SZ,4456,4670,100
TA,4488,4593,100
TB,4485,4588,100
TC,4464,4597,100
TD,4585,4626,25
TE,4587,4655,25
TF,4584,4656,25
TG,4543,4722,25
TH,4571,4754,6
TI,4637,4650,6
TJ,4644,4652,4
TK,4627,4652,4
TL,4635,4701,40
TM,4638,4704,40
TN,4638,4747,40
TO,4616,4722,40
TP,4582,4804,40
TQ,4645,4692,40
TR,4698,4739,38
TS,4691,4754,38
TT,4677,4745,38
TU,4697,4780,38
TV,4693,4780,38
TW,4714,4821,35
TX,4693,4890,35
TY,4741,4778,35
TZ,4739,4779,35
UA,4765,4804,21
UB,4761,4806,21
UC,4779,4907,66
UD,4788,4880,66
UE,4729,4887,66
UF,4867,5018,34
UG,4889,4925,34
UH,4889,4928,34
UI,4912,4988,50
UJ,4913,4989,50
UK,4925,5034,50
UL,4930,5037,50
UM,4866,5035,50
UN,4859,5082,50
UO,4988,5017,28
UP,4986,5016,28
UQ,4970,5031,28
UR,4982,5018,28
US,4983,5064,28
UT,4985,5055,28
UU,4992,5134,49
UV,5058,5219,87
UW,5153,5170,10
UX,5154,5168,10
UY,5144,5170,10
UZ,5147,5168,10
VA,5156,5196,10
VB,5154,5210,10
VC,5107,5272,4
VD,5135,5229,4
VE,5206,5228,17
VF,5207,5228,17
VG,5188,5231,17
VH,5184,5231,17
VI,5226,5292,12
VJ,5222,5274,12
VK,5204,5288,12
VL,5201,5307,12
VM,5224,5240,12
VN,5224,5238,12
VO,5215,5258,3
VP,5234,5250,3
VQ,5236,5263,3
VR,5231,5265,3
VS,5166,5335,3
VT,5223,5297,3
VU,5247,5371,124
VV,5245,5375,124
VW,5366,5384,1
VX,5356,5384,1
VY,5366,5409,1
VZ,5362,5390,1
WA,5349,5413,1
WB,5361,5400,1
WC,5372,5374,1
WD,5371,5378,1
WE,5358,5378,1
WF,5363,5383,1
WG,5371,5413,1
WH,5366,5415,14
WI,5383,5637,115
WJ,5387,5557,115
WK,5404,5519,115
WL,5403,5524,115
WM,5500,5564,39
WN,5510,5571,39
WO,5513,5604,39
WP,5514,5590,39
WQ,5513,5729,52
WR,5527,5691,52
WS,5571,5627,52
WT,5568,5626,52
WU,5555,5627,52
WV,5554,5633,52
WW,5622,5654,10
WX,5620,5670,10
WY,5602,5753,10
WZ,5561,5723,10
XA,5638,5652,11
XB,5636,5654,11
XC,5618,5652,11
XD,5636,5667,15
XE,5661,5722,16
XF,5659,5708,16
XG,5601,5794,16
XH,5669,5821,4
XI,5713,5722,4
XJ,5711,5721,4
XK,5708,5729,4
XL,5704,5720,4
XM,5705,5753,4
XN,5717,5770,8
XO,5644,5832,8
XP,5651,5778,8
XQ,5720,5733,8
XR,5717,5728,8
XS,5698,5731,8
XT,5720,5850,117
XU,5719,5878,117
XV,5724,5884,117
XW,5665,5882,117
XX,5686,5931,117
XY,5840,5874,32
XZ,5877,5911,28
YA,5866,5921,28
YB,5876,5922,28
YC,5901,6011,59
YD,5909,6002,59
YE,5901,6047,39
YF,5949,6085,39
YG,5967,6008,39
YH,6033,6109,74
YI,6018,6114,74
YJ,6026,6112,74
YK,6023,6156,74
YL,6023,6146,74
YM,6014,6184,74
YN,6078,6296,77
YO,6108,6185,77
YP,6106,6185,77
YQ,6096,6191,77
YR,6176,6206,11
YS,6180,6221,11
YT,6204,6241,16
YU,6188,6269,16
YV,6194,6340,6
YW,6224,6233,6
YX,6233,6245,9
YY,6213,6246,9
YZ,6220,6255,9
ZA,6225,6262,9
ZB,6235,6291,9
ZC,6204,6309,33
ZD,6227,6304,33
ZE,6243,6280,33
ZF,6244,6283,33
ZG,6278,6309,6
ZH,6277,6317,6
ZI,6303,6406,43
ZJ,6301,6373,43
ZK,6277,6417,43
ZL,6239,6446,43
ZM,6353,6409,52
ZN,6350,6408,52
ZO,6345,6411,52
ZP,6391,6434,15
ZQ,6401,6450,15
ZR,6409,6460,23
ZS,6368,6495,23
ZT,6415,6589,44
ZU,6441,6490,44
ZV,6440,6492,44
ZW,6422,6500,44
ZX,6437,6501,44
